CustomerID,Gender,Age,Tenure,SubscriptionType,MonthlyCharges,TotalCharges,InternetUsageGB,CallsPerMonth,Complaints,PaymentMethod,ContractType,HasDependents,Churn
10264,Male,24,2,Basic,125.69,254.4,40.57,121,2,Cash,One Year,Yes,Yes
10265,Male,30,26,Standard,146.64,3786.04,100.38,137,1,Online,One Year,No,Yes
10266,Female,71,33,Premium,56.87,1930.68,192.14,105,0,Online,Month-to-Month,No,No
10267,Female,38,25,Premium,67.36,1714.46,21.09,104,0,Credit Card,One Year,No,No
10268,Female,64,39,Standard,114.78,4413.9,187.46,56,1,Online,Month-to-Month,No,Yes
10269,Male,49,31,Premium,103.57,3178.28,29.79,41,0,Cash,Month-to-Month,Yes,No
10270,Male,28,40,Basic,127.23,5006.55,9.15,129,1,Online,One Year,No,Yes
10271,Female,75,1,Basic,65.11,0,39.47,28,1,Online,Month-to-Month,No,Yes
10272,Female,31,71,Basic,60.37,4382.57,90.75,41,0,Credit Card,Month-to-Month,No,Yes
10273,Female,28,6,Standard,96.1,484.38,54.94,97,1,Credit Card,One Year,No,No
10274,Female,19,18,Standard,38.96,637.6,91.09,147,0,Bank Transfer,Month-to-Month,No,No
10275,Male,51,32,Basic,25.14,783.89,94.84,87,0,Credit Card,Month-to-Month,No,Yes
10276,Female,78,1,Basic,51.74,70.04,198.47,17,0,Cash,Two Year,Yes,No
10277,Male,61,66,Basic,40.58,2768.93,111.04,31,0,Credit Card,One Year,No,No
10278,Female,64,14,Basic,20.87,269.93,154.04,128,1,Credit Card,One Year,No,No
10279,Male,34,20,Premium,121.14,2359.82,19.57,74,1,Online,Month-to-Month,No,No
10280,Female,31,58,Premium,90.62,5253.82,120.88,12,1,Bank Transfer,Month-to-Month,Yes,No
10281,Female,42,38,Basic,106.96,4118.77,56.13,110,1,Cash,Month-to-Month,No,Yes
10282,Female,65,19,Basic,41.2,734.71,53.44,36,1,Credit Card,One Year,No,Yes
10283,Female,44,0,Premium,53.37,0,199,76,1,Online,Month-to-Month,No,Yes
10284,Male,25,72,Basic,27.81,2045.39,63.37,16,2,Bank Transfer,One Year,No,No
10285,Female,73,8,Premium,149.67,1201.49,174.42,120,1,Credit Card,Month-to-Month,Yes,Yes
